Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Airline_clean,Source_clean,Duration_Minutes,Total_Stops_Num,Source_Code,Duration
Saudia,2019-06-24,Jeddah,London,Jeddah → London,09:00,21:00,1 stop,Standard Stopover,8143,saudia,jeddah,720,1.0,JED,720
Saudia,2019-05-03,Riyadh,Jeddah,Riyadh → Jeddah,18:25,21:20,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,20:00,08:15,1 stop,No Meal,10844,saudia,dammam,735,1.0,DMM,735
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,21:10,00:05,non-stop,Express Flight,5621,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,20:20,20:20,1 stop,Standard Stopover,9555,saudia,dammam,1440,1.0,DMM,1440
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,01:30,04:15,non-stop,Express Flight,4777,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,09:35,12:30,non-stop,Express Flight,7648,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,09:20,14:15,1 stop,Standard Stopover,10308,saudia,dammam,295,1.0,DMM,295
Saudia,2019-05-24,Jeddah,London,Jeddah → London,11:40,19:00,2 stops,Multi Stopover,21219,saudia,jeddah,440,2.0,JED,440
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,09:20,14:15,1 stop,Standard Stopover,11319,saudia,dammam,295,1.0,DMM,295
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,21:10,20:45,1 stop,No Meal,10844,saudia,dammam,1415,1.0,DMM,1415
Saudia,2019-05-09,Jeddah,London,Jeddah → London,18:15,01:30,1 stop,Standard Stopover,15078,saudia,jeddah,435,1.0,JED,435
Saudia,2019-05-01,Medina,Cairo,Medina → Cairo,22:45,00:15,non-stop,Express Flight,2017,saudia,medina,90,0.0,MED,90
Saudia,2019-06-01,Dammam,Riyadh,Dammam → Riyadh,22:50,01:20,non-stop,Express Flight,4409,saudia,dammam,150,0.0,DMM,150
Saudia,2019-06-09,Jeddah,London,Jeddah → London,07:35,12:10,1 stop,Standard Stopover,5054,saudia,jeddah,275,1.0,JED,275
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,05:50,22:10,2 stops,Multi Stopover,10111,saudia,riyadh,980,2.0,RUH,980
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,20:30,23:20,non-stop,No Baggage,4273,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-03-21,Jeddah,London,Jeddah → London,13:55,18:50,2 stops,No Meal,8728,saudia,jeddah,1735,2.0,JED,1735
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,16:50,07:55,1 stop,Standard Stopover,8576,saudia,dammam,905,1.0,DMM,905
Saudia,2019-06-03,Riyadh,Jeddah,Riyadh → Jeddah,17:45,20:45,non-stop,Express Flight,8016,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,15:15,18:10,non-stop,Express Flight,8016,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,20:25,23:35,1 stop,Standard Stopover,14151,saudia,dammam,1630,1.0,DMM,1630
Saudia,2019-04-15,Riyadh,Jeddah,Riyadh → Jeddah,06:05,08:50,non-stop,Express Flight,4423,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-06-15,Medina,Cairo,Medina → Cairo,07:05,08:30,non-stop,No Meal,4050,saudia,medina,85,0.0,MED,85
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,14:05,19:50,1 stop,Standard Stopover,14781,saudia,dammam,345,1.0,DMM,345
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,20:00,08:15,1 stop,No Meal,8586,saudia,dammam,735,1.0,DMM,735
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,19:55,23:30,1 stop,Standard Stopover,5162,saudia,dammam,215,1.0,DMM,215
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,21:10,04:40,1 stop,Standard Stopover,13731,saudia,dammam,450,1.0,DMM,450
Saudia,2019-03-21,Jeddah,London,Jeddah → London,13:00,04:25,1 stop,No Meal,7438,saudia,jeddah,925,1.0,JED,925
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,09:35,10:55,1 stop,Standard Stopover,14151,saudia,dammam,1520,1.0,DMM,1520
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,21:00,23:50,non-stop,Express Flight,5613,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,15:15,20:05,1 stop,Standard Stopover,5380,saudia,dammam,290,1.0,DMM,290
Saudia,2019-03-21,Jeddah,London,Jeddah → London,11:30,04:25,1 stop,No Meal,7438,saudia,jeddah,1015,1.0,JED,1015
Saudia,2019-06-01,Jeddah,London,Jeddah → London,07:05,22:30,1 stop,Standard Stopover,9646,saudia,jeddah,925,1.0,JED,925
Saudia,2019-05-15,Jeddah,London,Jeddah → London,20:45,07:10,1 stop,Standard Stopover,6853,saudia,jeddah,625,1.0,JED,625
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,14:05,20:20,1 stop,Standard Stopover,13555,saudia,riyadh,375,1.0,RUH,375
Saudia,2019-06-15,Jeddah,London,Jeddah → London,17:30,01:30,1 stop,Standard Stopover,5883,saudia,jeddah,480,1.0,JED,480
Saudia,2019-03-09,Jeddah,London,Jeddah → London,04:55,12:00,1 stop,Standard Stopover,6171,saudia,jeddah,425,1.0,JED,425
Saudia,2019-05-21,Medina,Cairo,Medina → Cairo,16:55,18:25,non-stop,Express Flight,3175,saudia,medina,90,0.0,MED,90
Saudia,2019-03-27,Jeddah,London,Jeddah → London,07:45,13:40,1 stop,Standard Stopover,4832,saudia,jeddah,355,1.0,JED,355
Saudia,2019-06-01,Jeddah,London,Jeddah → London,16:00,01:30,1 stop,Standard Stopover,13377,saudia,jeddah,570,1.0,JED,570
Saudia,2019-06-24,Jeddah,London,Jeddah → London,19:45,04:25,1 stop,No Meal,10262,saudia,jeddah,520,1.0,JED,520
Saudia,2019-06-01,Jeddah,London,Jeddah → London,18:15,12:35,1 stop,No Meal,10262,saudia,jeddah,1100,1.0,JED,1100
Saudia,2019-05-18,Jeddah,London,Jeddah → London,12:00,07:40,2 stops,Multi Stopover,8603,saudia,jeddah,1180,2.0,JED,1180
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,06:30,04:40,1 stop,No Meal,8586,saudia,dammam,1330,1.0,DMM,1330
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,20:20,09:05,1 stop,Standard Stopover,8452,saudia,dammam,765,1.0,DMM,765
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,18:55,18:10,1 stop,Standard Stopover,14231,saudia,dammam,1395,1.0,DMM,1395
Saudia,2019-05-21,Jeddah,London,Jeddah → London,08:00,19:00,1 stop,Standard Stopover,16289,saudia,jeddah,660,1.0,JED,660
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,09:35,12:30,non-stop,Express Flight,6860,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-05-09,Medina,Cairo,Medina → Cairo,02:35,04:05,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED,90
Saudia,2019-06-09,Jeddah,London,Jeddah → London,07:05,22:30,1 stop,Standard Stopover,9646,saudia,jeddah,925,1.0,JED,925
Flynas,2019-05-27,Abha,Dammam,Abha → Dammam,11:40,13:55,non-stop,Express Flight,4667,flynas,abha,135,0.0,AHB,135
Saudia,2019-04-21,Dammam,Riyadh,Dammam → Riyadh,15:30,18:05,non-stop,Express Flight,4804,saudia,dammam,155,0.0,DMM,155
Saudia,2019-03-09,Riyadh,Dubai,Riyadh → Dubai,01:30,04:15,non-stop,Express Flight,4545,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,22:50,20:20,1 stop,Standard Stopover,25735,saudia,riyadh,1290,1.0,RUH,1290
Saudia,2019-03-21,Jeddah,London,Jeddah → London,05:30,04:25,2 stops,Multi Stopover,12647,saudia,jeddah,1375,2.0,JED,1375
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,14:05,08:15,1 stop,No Meal,8586,saudia,dammam,1090,1.0,DMM,1090
Flynas,2019-06-09,Abha,Dammam,Abha → Dammam,22:05,00:25,non-stop,Express Flight,5277,flynas,abha,140,0.0,AHB,140
Saudia,2019-03-27,Jeddah,London,Jeddah → London,11:30,01:35,1 stop,Standard Stopover,6206,saudia,jeddah,845,1.0,JED,845
Saudia,2019-04-12,Riyadh,Jeddah,Riyadh → Jeddah,11:10,13:55,non-stop,Express Flight,4483,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,17:00,18:50,1 stop,Standard Stopover,9870,saudia,dammam,1550,1.0,DMM,1550
Saudia,2019-06-27,Dammam,Riyadh,Dammam → Riyadh,17:10,19:40,non-stop,No Baggage,3841,saudia,dammam,150,0.0,DMM,150
Saudia,2019-03-27,Dammam,Riyadh,Dammam → Riyadh,09:00,11:30,non-stop,No Baggage,3815,saudia,dammam,150,0.0,DMM,150
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,23:30,02:20,non-stop,Express Flight,6860,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,20:25,10:55,1 stop,Standard Stopover,12121,saudia,dammam,870,1.0,DMM,870
Saudia,2019-03-27,Jeddah,London,Jeddah → London,09:55,18:50,1 stop,No Meal,5963,saudia,jeddah,535,1.0,JED,535
Saudia,2019-06-06,Riyadh,Jeddah,Riyadh → Jeddah,05:55,08:35,non-stop,Express Flight,3625,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-06-15,Dammam,Riyadh,Dammam → Riyadh,09:00,11:25,non-stop,No Baggage,3841,saudia,dammam,145,0.0,DMM,145
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,20:00,22:50,non-stop,Express Flight,4823,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-06-12,Jeddah,London,Jeddah → London,09:45,16:10,1 stop,Standard Stopover,9646,saudia,jeddah,385,1.0,JED,385
Saudia,2019-05-27,Jeddah,London,Jeddah → London,02:15,12:35,1 stop,No Meal,10152,saudia,jeddah,620,1.0,JED,620
Saudia,2019-06-03,Jeddah,London,Jeddah → London,06:50,22:30,1 stop,Standard Stopover,7514,saudia,jeddah,940,1.0,JED,940
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,07:00,18:25,1 stop,Standard Stopover,16736,saudia,riyadh,685,1.0,RUH,685
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,18:55,10:05,1 stop,Standard Stopover,13584,saudia,dammam,910,1.0,DMM,910
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,08:20,07:55,2 stops,Multi Stopover,11222,saudia,dammam,1415,2.0,DMM,1415
Flynas,2019-05-01,Abha,Dammam,Abha → Dammam,07:55,10:15,non-stop,Express Flight,3850,flynas,abha,140,0.0,AHB,140
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,12:00,14:40,non-stop,Express Flight,7608,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,20:00,16:20,1 stop,No Meal,10844,saudia,dammam,1220,1.0,DMM,1220
Saudia,2019-06-09,Jeddah,London,Jeddah → London,17:00,01:30,1 stop,Standard Stopover,7408,saudia,jeddah,510,1.0,JED,510
Flynas,2019-05-18,Abha,Dammam,Abha → Dammam,07:05,09:20,non-stop,Express Flight,3687,flynas,abha,135,0.0,AHB,135
Saudia,2019-03-03,Jeddah,London,Jeddah → London,16:35,22:50,1 stop,Standard Stopover,11726,saudia,jeddah,375,1.0,JED,375
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,06:30,09:20,1 stop,No Meal,9663,saudia,dammam,1610,1.0,DMM,1610
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,07:00,13:45,2 stops,Multi Stopover,12829,saudia,dammam,1845,2.0,DMM,1845
Saudia,2019-06-27,Jeddah,London,Jeddah → London,16:00,21:00,1 stop,Standard Stopover,6069,saudia,jeddah,300,1.0,JED,300
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,16:30,19:50,1 stop,No Meal,8529,saudia,dammam,1640,1.0,DMM,1640
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,17:00,23:25,1 stop,Standard Stopover,8085,saudia,dammam,385,1.0,DMM,385
Saudia,2019-05-15,Riyadh,Jeddah,Riyadh → Jeddah,19:30,22:15,non-stop,Express Flight,4878,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-04-03,Riyadh,Jeddah,Riyadh → Jeddah,13:00,15:50,non-stop,Express Flight,4077,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,21:00,02:15,1 stop,Standard Stopover,7605,saudia,dammam,315,1.0,DMM,315
Saudia,2019-06-15,Jeddah,London,Jeddah → London,05:30,04:25,2 stops,Multi Stopover,13014,saudia,jeddah,1375,2.0,JED,1375
Saudia,2019-03-03,Jeddah,London,Jeddah → London,07:35,22:20,1 stop,Standard Stopover,11600,saudia,jeddah,885,1.0,JED,885
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,17:00,09:45,1 stop,Standard Stopover,14151,saudia,dammam,1005,1.0,DMM,1005
Saudia,2019-06-24,Jeddah,London,Jeddah → London,13:15,07:40,2 stops,Multi Stopover,12497,saudia,jeddah,1105,2.0,JED,1105
Saudia,2019-03-06,Jeddah,London,Jeddah → London,02:15,18:50,1 stop,Standard Stopover,17024,saudia,jeddah,995,1.0,JED,995
Flynas,2019-03-09,Abha,Dammam,Abha → Dammam,09:30,12:05,non-stop,Express Flight,6300,flynas,abha,155,0.0,AHB,155
Saudia,2019-03-06,Jeddah,London,Jeddah → London,17:45,01:35,1 stop,Standard Stopover,15147,saudia,jeddah,470,1.0,JED,470
Saudia,2019-06-01,Jeddah,London,Jeddah → London,12:50,01:30,1 stop,Standard Stopover,6795,saudia,jeddah,760,1.0,JED,760
Saudia,2019-03-03,Medina,Cairo,Medina → Cairo,19:05,20:30,non-stop,Express Flight,5755,saudia,medina,85,0.0,MED,85
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,20:30,16:15,1 stop,Standard Stopover,10203,saudia,dammam,1185,1.0,DMM,1185
Saudia,2019-06-06,Jeddah,London,Jeddah → London,11:30,04:25,1 stop,Standard Stopover,14714,saudia,jeddah,1015,1.0,JED,1015
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,22:20,01:10,non-stop,Express Flight,4545,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,06:30,20:45,1 stop,Standard Stopover,14781,saudia,dammam,855,1.0,DMM,855
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,07:30,11:05,2 stops,Multi Stopover,11602,saudia,riyadh,1655,2.0,RUH,1655
Saudia,2019-05-06,Medina,Cairo,Medina → Cairo,06:25,07:55,non-stop,Express Flight,4049,saudia,medina,90,0.0,MED,90
Saudia,2019-05-09,Jeddah,London,Jeddah → London,05:30,04:25,2 stops,No Meal,13029,saudia,jeddah,1375,2.0,JED,1375
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,08:25,20:45,1 stop,Standard Stopover,14571,saudia,dammam,740,1.0,DMM,740
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,06:10,08:55,non-stop,Express Flight,6961,saudia,riyadh,165,0.0,RUH,165
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,08:35,17:15,1 stop,Standard Stopover,6381,saudia,dammam,520,1.0,DMM,520
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,06:55,09:30,non-stop,No Baggage,3841,saudia,dammam,155,0.0,DMM,155
Saudia,2019-03-21,Jeddah,London,Jeddah → London,06:20,04:25,2 stops,Multi Stopover,11538,saudia,jeddah,1325,2.0,JED,1325
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,20:20,20:20,1 stop,Standard Stopover,8610,saudia,dammam,1440,1.0,DMM,1440
Saudia,2019-03-06,Jeddah,London,Jeddah → London,07:05,19:15,2 stops,Multi Stopover,11552,saudia,jeddah,2170,2.0,JED,2170
Saudia,2019-06-01,Jeddah,London,Jeddah → London,07:00,21:00,1 stop,Standard Stopover,7408,saudia,jeddah,840,1.0,JED,840
Saudia,2019-06-27,Jeddah,London,Jeddah → London,19:45,12:35,1 stop,No Meal,10262,saudia,jeddah,1010,1.0,JED,1010
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,05:50,08:55,2 stops,Multi Stopover,10991,saudia,dammam,1625,2.0,DMM,1625
Saudia,2019-06-09,Jeddah,London,Jeddah → London,18:15,01:30,1 stop,Standard Stopover,13587,saudia,jeddah,435,1.0,JED,435
Saudia,2019-05-15,Jeddah,London,Jeddah → London,12:30,09:25,1 stop,Standard Stopover,7480,saudia,jeddah,1255,1.0,JED,1255
Saudia,2019-03-09,Riyadh,Dubai,Riyadh → Dubai,17:55,22:55,1 stop,Standard Stopover,6351,saudia,riyadh,300,1.0,RUH,300
Saudia,2019-05-27,Jeddah,London,Jeddah → London,14:00,21:00,1 stop,No Meal,7153,saudia,jeddah,420,1.0,JED,420
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,19:55,22:25,non-stop,Express Flight,4409,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,21:00,02:15,1 stop,Standard Stopover,7228,saudia,dammam,315,1.0,DMM,315
Saudia,2019-03-27,Jeddah,London,Jeddah → London,08:00,18:50,1 stop,Standard Stopover,11667,saudia,jeddah,650,1.0,JED,650
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,15:05,20:20,1 stop,Standard Stopover,4649,saudia,dammam,315,1.0,DMM,315
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,16:50,13:45,2 stops,Multi Stopover,12592,saudia,dammam,1255,2.0,DMM,1255
Saudia,2019-06-12,Jeddah,London,Jeddah → London,10:20,19:00,1 stop,Standard Stopover,11789,saudia,jeddah,520,1.0,JED,520
Flynas,2019-06-01,Abha,Dammam,Abha → Dammam,11:40,13:55,non-stop,Express Flight,4667,flynas,abha,135,0.0,AHB,135
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,22:40,10:40,1 stop,Standard Stopover,9719,saudia,dammam,720,1.0,DMM,720
Saudia,2019-03-27,Jeddah,London,Jeddah → London,13:00,19:15,1 stop,Standard Stopover,6902,saudia,jeddah,375,1.0,JED,375
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,20:00,04:40,1 stop,Standard Stopover,14781,saudia,dammam,520,1.0,DMM,520
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,08:25,22:35,1 stop,No Meal,10844,saudia,dammam,850,1.0,DMM,850
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,05:40,14:35,2 stops,Multi Stopover,11522,saudia,dammam,1975,2.0,DMM,1975
Saudia,2019-04-21,Riyadh,Jeddah,Riyadh → Jeddah,13:20,16:10,non-stop,Express Flight,6121,saudia,riyadh,170,0.0,RUH,170
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,17:00,23:25,1 stop,Standard Stopover,8610,saudia,dammam,385,1.0,DMM,385
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,22:50,01:20,non-stop,Express Flight,5620,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-27,Dammam,Riyadh,Dammam → Riyadh,15:15,17:45,non-stop,Express Flight,4804,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-27,Jeddah,London,Jeddah → London,10:20,21:00,1 stop,Standard Stopover,7005,saudia,jeddah,640,1.0,JED,640
Saudia,2019-05-01,Jeddah,London,Jeddah → London,23:05,19:00,2 stops,Multi Stopover,15129,saudia,jeddah,1195,2.0,JED,1195
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,20:00,04:40,1 stop,No Meal,8586,saudia,dammam,520,1.0,DMM,520
Saudia,2019-05-18,Jeddah,London,Jeddah → London,08:00,19:00,1 stop,Standard Stopover,10197,saudia,jeddah,660,1.0,JED,660
Saudia,2019-03-27,Jeddah,London,Jeddah → London,09:10,19:15,1 stop,Standard Stopover,10667,saudia,jeddah,605,1.0,JED,605
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,09:20,14:15,1 stop,Standard Stopover,11160,saudia,dammam,295,1.0,DMM,295
Saudia,2019-05-27,Jeddah,London,Jeddah → London,12:20,19:15,2 stops,Multi Stopover,12488,saudia,jeddah,1855,2.0,JED,1855
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,08:25,19:50,1 stop,No Meal,10844,saudia,dammam,685,1.0,DMM,685
Saudia,2019-06-03,Jeddah,London,Jeddah → London,16:40,19:15,2 stops,Multi Stopover,9968,saudia,jeddah,1595,2.0,JED,1595
Saudia,2019-05-18,Riyadh,Jeddah,Riyadh → Jeddah,18:55,22:00,non-stop,No Meal,5198,saudia,riyadh,185,0.0,RUH,185
Saudia,2019-05-01,Dammam,Riyadh,Dammam → Riyadh,14:05,04:40,1 stop,No Meal,8586,saudia,dammam,875,1.0,DMM,875
Flynas,2019-05-18,Abha,Dammam,Abha → Dammam,11:35,14:00,non-stop,Express Flight,4332,flynas,abha,145,0.0,AHB,145
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,08:10,13:00,1 stop,Standard Stopover,5069,saudia,dammam,290,1.0,DMM,290
Saudia,2019-05-06,Riyadh,Jeddah,Riyadh → Jeddah,08:20,11:20,non-stop,No Meal,4544,saudia,riyadh,180,0.0,RUH,180
Saudia,2019-03-03,Jeddah,London,Jeddah → London,04:00,15:30,1 stop,Standard Stopover,14973,saudia,jeddah,690,1.0,JED,690
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,06:45,18:05,3 stops,General Flight,13387,saudia,riyadh,2120,3.0,RUH,2120
Saudia,2019-06-09,Riyadh,Jeddah,Riyadh → Jeddah,05:55,08:35,non-stop,Express Flight,3625,saudia,riyadh,160,0.0,RUH,160
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,09:35,14:25,1 stop,No Meal,10703,saudia,dammam,1730,1.0,DMM,1730
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,15:10,17:45,non-stop,Express Flight,7615,saudia,dammam,155,0.0,DMM,155
Saudia,2019-05-27,Riyadh,Jeddah,Riyadh → Jeddah,18:25,21:20,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,11:40,05:05,1 stop,Standard Stopover,16736,saudia,riyadh,1045,1.0,RUH,1045
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,21:10,12:00,1 stop,No Meal,9663,saudia,dammam,890,1.0,DMM,890
Saudia,2019-05-18,Jeddah,London,Jeddah → London,08:30,19:00,1 stop,Standard Stopover,9205,saudia,jeddah,630,1.0,JED,630
Saudia,2019-05-09,Jeddah,London,Jeddah → London,22:50,04:25,1 stop,Standard Stopover,15554,saudia,jeddah,335,1.0,JED,335
Saudia,2019-05-15,Medina,Cairo,Medina → Cairo,22:45,00:15,non-stop,No Baggage,1965,saudia,medina,90,0.0,MED,90
Saudia,2019-06-15,Dammam,Riyadh,Dammam → Riyadh,14:15,16:45,non-stop,Express Flight,5510,saudia,dammam,150,0.0,DMM,150
Saudia,2019-05-09,Jeddah,London,Jeddah → London,10:20,19:15,1 stop,Standard Stopover,8266,saudia,jeddah,535,1.0,JED,535
Saudia,2019-05-27,Medina,Cairo,Medina → Cairo,16:55,18:25,non-stop,Express Flight,3175,saudia,medina,90,0.0,MED,90
Saudia,2019-05-09,Jeddah,London,Jeddah → London,08:45,13:15,1 stop,No Baggage,4760,saudia,jeddah,270,1.0,JED,270
Saudia,2019-05-27,Jeddah,London,Jeddah → London,08:45,21:00,1 stop,Standard Stopover,7740,saudia,jeddah,735,1.0,JED,735
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,14:05,23:35,1 stop,Standard Stopover,13941,saudia,dammam,570,1.0,DMM,570
Saudia,2019-06-06,Jeddah,London,Jeddah → London,16:45,07:10,1 stop,Standard Stopover,11410,saudia,jeddah,865,1.0,JED,865
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,16:30,19:50,1 stop,Standard Stopover,12681,saudia,dammam,1640,1.0,DMM,1640
Saudia,2019-05-06,Jeddah,London,Jeddah → London,09:40,12:35,2 stops,Multi Stopover,15129,saudia,jeddah,1615,2.0,JED,1615
Saudia,2019-06-12,Jeddah,London,Jeddah → London,05:30,19:00,2 stops,No Meal,10368,saudia,jeddah,810,2.0,JED,810
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,08:20,20:25,2 stops,Multi Stopover,12324,saudia,dammam,725,2.0,DMM,725
Saudia,2019-04-15,Dammam,Riyadh,Dammam → Riyadh,17:10,19:40,non-stop,No Baggage,3841,saudia,dammam,150,0.0,DMM,150
Saudia,2019-06-24,Jeddah,London,Jeddah → London,05:30,04:25,2 stops,Multi Stopover,13014,saudia,jeddah,1375,2.0,JED,1375
Saudia,2019-06-27,Jeddah,London,Jeddah → London,06:50,22:30,1 stop,Standard Stopover,6442,saudia,jeddah,940,1.0,JED,940
Saudia,2019-05-18,Jeddah,London,Jeddah → London,14:00,19:00,1 stop,No Meal,12373,saudia,jeddah,300,1.0,JED,300
Saudia,2019-03-12,Riyadh,Dubai,Riyadh → Dubai,08:55,23:00,1 stop,Standard Stopover,13817,saudia,riyadh,845,1.0,RUH,845
Saudia,2019-06-24,Riyadh,Jeddah,Riyadh → Jeddah,18:55,21:50,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-03-27,Jeddah,London,Jeddah → London,05:10,04:25,2 stops,No Meal,9412,saudia,jeddah,1395,2.0,JED,1395
Saudia,2019-05-27,Jeddah,London,Jeddah → London,22:00,19:15,2 stops,Multi Stopover,10231,saudia,jeddah,1275,2.0,JED,1275
Saudia,2019-04-09,Riyadh,Jeddah,Riyadh → Jeddah,15:50,18:45,non-stop,Express Flight,7229,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-03-24,Riyadh,Dubai,Riyadh → Dubai,09:35,12:30,non-stop,No Baggage,4273,saudia,riyadh,175,0.0,RUH,175
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,18:55,20:45,1 stop,No Meal,10844,saudia,dammam,1550,1.0,DMM,1550
Saudia,2019-05-27,Jeddah,London,Jeddah → London,02:00,07:25,1 stop,Standard Stopover,7164,saudia,jeddah,325,1.0,JED,325
Saudia,2019-06-27,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:10,non-stop,No Meal,6478,saudia,riyadh,180,0.0,RUH,180
