Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Airline_clean,Source_clean,Duration_Minutes,Total_Stops_Num,Source_Code
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,09:35,22:05,12h 30m,1 stop,No Meal,13994,saudia,dammam,750,1.0,DMM
Saudia,2019-04-15,Jeddah,London,Jeddah → London,14:25,17:40,3h 15m,non-stop,Express Flight,6015,saudia,jeddah,195,0.0,JED
Saudia,2019-04-03,Dammam,Riyadh,Dammam → Riyadh,06:15,10:30,4h 15m,1 stop,Standard Stopover,4226,saudia,dammam,255,1.0,DMM
Saudia,2019-03-21,Jeddah,London,Jeddah → London,19:10,18:50,23h 40m,2 stops,Multi Stopover,9483,saudia,jeddah,1420,2.0,JED
Saudia,2019-05-15,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:10,3h,non-stop,No Meal,5198,saudia,riyadh,180,0.0,RUH
Saudia,2019-06-27,Jeddah,London,Jeddah → London,05:30,19:00,13h 30m,2 stops,No Meal,10368,saudia,jeddah,810,2.0,JED
Flynas,2019-06-03,Abha,Dammam,Abha → Dammam,17:45,20:05,2h 20m,non-stop,Express Flight,11982,flynas,abha,140,0.0,AHB
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,11:50,13:00,25h 10m,1 stop,Standard Stopover,8032,saudia,riyadh,1510,1.0,RUH
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,14:15,16:45,2h 30m,non-stop,Express Flight,5510,saudia,dammam,150,0.0,DMM
Saudia,2019-05-09,Jeddah,London,Jeddah → London,23:30,04:35,5h 5m,1 stop,Standard Stopover,8177,saudia,jeddah,305,1.0,JED
Saudia,2019-06-01,Jeddah,London,Jeddah → London,16:45,22:25,5h 40m,1 stop,Standard Stopover,11410,saudia,jeddah,340,1.0,JED
Saudia,2019-03-21,Jeddah,London,Jeddah → London,07:00,12:50,5h 50m,1 stop,Standard Stopover,9385,saudia,jeddah,350,1.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,10:00,19:00,9h,1 stop,No Meal,10262,saudia,jeddah,540,1.0,JED
Saudia,2019-06-18,Dammam,Riyadh,Dammam → Riyadh,09:00,11:25,2h 25m,non-stop,Express Flight,3873,saudia,dammam,145,0.0,DMM
Saudia,2019-03-21,Jeddah,London,Jeddah → London,11:40,18:50,7h 10m,1 stop,Standard Stopover,11999,saudia,jeddah,430,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,18:20,12:35,18h 15m,2 stops,Multi Stopover,14300,saudia,jeddah,1095,2.0,JED
Saudia,2019-05-12,Medina,Cairo,Medina → Cairo,13:15,14:45,1h 30m,non-stop,No Baggage,2175,saudia,medina,90,0.0,MED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,06:50,07:40,24h 50m,2 stops,Multi Stopover,14431,saudia,jeddah,1490,2.0,JED
Saudia,2019-05-21,Riyadh,Jeddah,Riyadh → Jeddah,06:00,08:45,2h 45m,non-stop,Express Flight,7229,saudia,riyadh,165,0.0,RUH
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,19:20,23:45,4h 25m,1 stop,Standard Stopover,3809,saudia,dammam,265,1.0,DMM
Saudia,2019-06-24,Jeddah,London,Jeddah → London,07:30,19:15,11h 45m,1 stop,Standard Stopover,7354,saudia,jeddah,705,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,08:00,15:30,7h 30m,1 stop,Standard Stopover,12537,saudia,jeddah,450,1.0,JED
Saudia,2019-05-27,Jeddah,London,Jeddah → London,13:00,19:15,6h 15m,1 stop,Standard Stopover,9719,saudia,jeddah,375,1.0,JED
Saudia,2019-05-24,Medina,Cairo,Medina → Cairo,10:20,11:50,1h 30m,non-stop,Express Flight,8040,saudia,medina,90,0.0,MED
Saudia,2019-05-24,Medina,Cairo,Medina → Cairo,07:05,08:30,1h 25m,non-stop,No Meal,4995,saudia,medina,85,0.0,MED
Saudia,2019-04-06,Riyadh,Jeddah,Riyadh → Jeddah,23:30,02:20,2h 50m,non-stop,Express Flight,4591,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,16:45,21:05,28h 20m,1 stop,Standard Stopover,7662,saudia,dammam,1700,1.0,DMM
Flynas,2019-06-24,Abha,Dammam,Abha → Dammam,07:55,10:15,2h 20m,non-stop,Express Flight,3850,flynas,abha,140,0.0,AHB
Saudia,2019-06-03,Jeddah,London,Jeddah → London,08:35,22:30,13h 55m,1 stop,Standard Stopover,6442,saudia,jeddah,835,1.0,JED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,23:30,04:35,5h 5m,1 stop,Standard Stopover,11378,saudia,jeddah,305,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,15:00,01:30,10h 30m,1 stop,Standard Stopover,13377,saudia,jeddah,630,1.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,08:25,20:45,12h 20m,1 stop,No Meal,10844,saudia,dammam,740,1.0,DMM
Saudia,2019-05-09,Medina,Cairo,Medina → Cairo,07:05,08:30,1h 25m,non-stop,No Meal,4995,saudia,medina,85,0.0,MED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,17:15,09:25,16h 10m,2 stops,Multi Stopover,6057,saudia,jeddah,970,2.0,JED
Saudia,2019-04-06,Riyadh,Jeddah,Riyadh → Jeddah,10:00,12:45,2h 45m,non-stop,Express Flight,5176,saudia,riyadh,165,0.0,RUH
Saudia,2019-06-09,Jeddah,London,Jeddah → London,09:40,04:25,18h 45m,2 stops,Multi Stopover,13014,saudia,jeddah,1125,2.0,JED
Saudia,2019-03-01,Riyadh,Dubai,Riyadh → Dubai,16:15,20:35,4h 20m,1 stop,No Info,7917,saudia,riyadh,260,1.0,RUH
Saudia,2019-06-09,Jeddah,London,Jeddah → London,06:05,11:20,5h 15m,1 stop,Standard Stopover,5583,saudia,jeddah,315,1.0,JED
Saudia,2019-04-09,Riyadh,Jeddah,Riyadh → Jeddah,06:00,08:45,2h 45m,non-stop,Express Flight,7229,saudia,riyadh,165,0.0,RUH
Saudia,2019-05-18,Jeddah,London,Jeddah → London,16:00,01:30,9h 30m,1 stop,Standard Stopover,7191,saudia,jeddah,570,1.0,JED
Saudia,2019-06-12,Medina,Cairo,Medina → Cairo,19:35,21:05,1h 30m,non-stop,No Meal,3210,saudia,medina,90,0.0,MED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,15:00,01:35,10h 35m,1 stop,Standard Stopover,14871,saudia,jeddah,635,1.0,JED
Saudia,2019-05-15,Jeddah,London,Jeddah → London,08:30,19:15,10h 45m,1 stop,Standard Stopover,8099,saudia,jeddah,645,1.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,09:25,18:30,9h 5m,1 stop,Standard Stopover,8366,saudia,dammam,545,1.0,DMM
Flynas,2019-03-09,Abha,Dammam,Abha → Dammam,22:05,00:25,2h 20m,non-stop,Express Flight,6297,flynas,abha,140,0.0,AHB
Saudia,2019-03-03,Jeddah,London,Jeddah → London,13:00,21:00,8h,1 stop,Standard Stopover,18286,saudia,jeddah,480,1.0,JED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,23:05,19:45,20h 40m,1 stop,Standard Stopover,17024,saudia,jeddah,1240,1.0,JED
Saudia,2019-04-24,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:10,3h,non-stop,No Meal,6144,saudia,riyadh,180,0.0,RUH
Saudia,2019-03-09,Jeddah,London,Jeddah → London,06:00,19:45,13h 45m,1 stop,Standard Stopover,13941,saudia,jeddah,825,1.0,JED
Saudia,2019-05-09,Riyadh,Jeddah,Riyadh → Jeddah,18:55,22:00,3h 5m,non-stop,No Meal,3702,saudia,riyadh,185,0.0,RUH
Saudia,2019-05-15,Jeddah,London,Jeddah → London,06:05,11:20,5h 15m,1 stop,Standard Stopover,5583,saudia,jeddah,315,1.0,JED
Saudia,2019-03-12,Medina,Cairo,Medina → Cairo,19:40,09:10,13h 30m,1 stop,Standard Stopover,10208,saudia,medina,810,1.0,MED
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,09:35,18:00,8h 25m,1 stop,No Meal,12384,saudia,dammam,505,1.0,DMM
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,10:00,05:25,19h 25m,2 stops,Multi Stopover,17049,saudia,dammam,1165,2.0,DMM
Saudia,2019-05-24,Jeddah,London,Jeddah → London,07:30,21:00,13h 30m,1 stop,Standard Stopover,7006,saudia,jeddah,810,1.0,JED
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,05:50,20:25,14h 35m,2 stops,Multi Stopover,12723,saudia,dammam,875,2.0,DMM
Saudia,2019-06-12,Jeddah,London,Jeddah → London,08:00,04:25,20h 25m,1 stop,No Meal,10577,saudia,jeddah,1225,1.0,JED
Saudia,2019-03-06,Riyadh,Dubai,Riyadh → Dubai,07:00,19:10,12h 10m,1 stop,Standard Stopover,16736,saudia,riyadh,730,1.0,RUH
Saudia,2019-06-24,Jeddah,London,Jeddah → London,13:00,04:25,15h 25m,1 stop,No Meal,10262,saudia,jeddah,925,1.0,JED
Saudia,2019-06-24,Jeddah,London,Jeddah → London,11:25,19:15,7h 50m,1 stop,Standard Stopover,7155,saudia,jeddah,470,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,10:20,01:35,15h 15m,1 stop,Standard Stopover,15147,saudia,jeddah,915,1.0,JED
Saudia,2019-06-12,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:05,2h 55m,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,09:30,16:20,6h 50m,1 stop,Standard Stopover,8714,saudia,riyadh,410,1.0,RUH
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,09:35,09:45,24h 10m,1 stop,Standard Stopover,10953,saudia,dammam,1450,1.0,DMM
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,20:30,20:25,23h 55m,1 stop,Standard Stopover,10203,saudia,dammam,1435,1.0,DMM
Saudia,2019-05-18,Jeddah,London,Jeddah → London,13:00,12:35,23h 35m,1 stop,No Meal,12373,saudia,jeddah,1415,1.0,JED
Saudia,2019-05-12,Dammam,Riyadh,Dammam → Riyadh,09:35,23:35,14h,1 stop,Standard Stopover,14151,saudia,dammam,840,1.0,DMM
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,09:35,14:25,28h 50m,1 stop,Standard Stopover,12121,saudia,dammam,1730,1.0,DMM
Saudia,2019-04-09,Jeddah,London,Jeddah → London,06:00,09:10,3h 10m,non-stop,Express Flight,5586,saudia,jeddah,190,0.0,JED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,08:25,12:00,27h 35m,1 stop,No Meal,10844,saudia,dammam,1655,1.0,DMM
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,21:10,04:40,7h 30m,1 stop,No Meal,8586,saudia,dammam,450,1.0,DMM
Saudia,2019-06-06,Jeddah,London,Jeddah → London,17:55,22:50,4h 55m,1 stop,Standard Stopover,5409,saudia,jeddah,295,1.0,JED
Saudia,2019-03-21,Jeddah,London,Jeddah → London,09:45,21:20,11h 35m,2 stops,Multi Stopover,7178,saudia,jeddah,695,2.0,JED
Saudia,2019-06-24,Jeddah,London,Jeddah → London,10:20,01:30,15h 10m,1 stop,No Meal,5797,saudia,jeddah,910,1.0,JED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,19:45,19:40,23h 55m,1 stop,Standard Stopover,13759,saudia,dammam,1435,1.0,DMM
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,07:00,01:20,18h 20m,2 stops,Multi Stopover,13873,saudia,dammam,1100,2.0,DMM
Saudia,2019-05-21,Jeddah,London,Jeddah → London,20:55,19:00,22h 5m,1 stop,Standard Stopover,16079,saudia,jeddah,1325,1.0,JED
Saudia,2019-06-27,Medina,Cairo,Medina → Cairo,13:15,14:45,1h 30m,non-stop,Express Flight,2017,saudia,medina,90,0.0,MED
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,20:00,18:15,22h 15m,1 stop,No Meal,10844,saudia,dammam,1335,1.0,DMM
Saudia,2019-04-24,Riyadh,Jeddah,Riyadh → Jeddah,21:10,00:05,2h 55m,non-stop,No Baggage,3573,saudia,riyadh,175,0.0,RUH
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,09:35,09:45,24h 10m,1 stop,No Meal,8066,saudia,dammam,1450,1.0,DMM
Saudia,2019-03-09,Jeddah,London,Jeddah → London,20:50,18:50,22h,1 stop,No Meal,14053,saudia,jeddah,1320,1.0,JED
Saudia,2019-03-18,Riyadh,Dubai,Riyadh → Dubai,08:00,15:15,7h 15m,1 stop,Standard Stopover,12284,saudia,riyadh,435,1.0,RUH
Saudia,2019-04-09,Jeddah,London,Jeddah → London,06:05,11:20,5h 15m,1 stop,Standard Stopover,5351,saudia,jeddah,315,1.0,JED
Saudia,2019-04-01,Dammam,Riyadh,Dammam → Riyadh,16:30,16:20,23h 50m,1 stop,No Meal,7064,saudia,dammam,1430,1.0,DMM
Saudia,2019-03-03,Jeddah,London,Jeddah → London,02:05,07:25,5h 20m,1 stop,Standard Stopover,10394,saudia,jeddah,320,1.0,JED
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,18:55,09:20,14h 25m,1 stop,No Meal,9663,saudia,dammam,865,1.0,DMM
Saudia,2019-05-18,Jeddah,London,Jeddah → London,17:30,01:30,8h,1 stop,Standard Stopover,13727,saudia,jeddah,480,1.0,JED
Saudia,2019-06-12,Jeddah,London,Jeddah → London,19:15,12:35,17h 20m,1 stop,No Meal,10262,saudia,jeddah,1040,1.0,JED
Saudia,2019-04-09,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:05,2h 55m,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,05:50,08:40,2h 50m,non-stop,Express Flight,7074,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-06,Jeddah,London,Jeddah → London,07:05,21:00,13h 55m,1 stop,Standard Stopover,17267,saudia,jeddah,835,1.0,JED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,15:00,01:30,10h 30m,1 stop,Standard Stopover,14067,saudia,jeddah,630,1.0,JED
Saudia,2019-05-01,Riyadh,Jeddah,Riyadh → Jeddah,08:30,11:20,2h 50m,non-stop,Express Flight,4823,saudia,riyadh,170,0.0,RUH
Saudia,2019-04-27,Riyadh,Jeddah,Riyadh → Jeddah,20:00,22:50,2h 50m,non-stop,Express Flight,4823,saudia,riyadh,170,0.0,RUH
Saudia,2019-05-12,Riyadh,Jeddah,Riyadh → Jeddah,23:55,02:45,2h 50m,non-stop,Express Flight,4483,saudia,riyadh,170,0.0,RUH
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,09:50,23:15,13h 25m,2 stops,Multi Stopover,14960,saudia,dammam,805,2.0,DMM
Saudia,2019-06-01,Riyadh,Jeddah,Riyadh → Jeddah,17:00,19:45,2h 45m,non-stop,Express Flight,7171,saudia,riyadh,165,0.0,RUH
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,20:30,08:55,12h 25m,1 stop,Standard Stopover,12173,saudia,dammam,745,1.0,DMM
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,00:30,08:45,8h 15m,1 stop,Standard Stopover,11392,saudia,riyadh,495,1.0,RUH
Saudia,2019-05-15,Dammam,Riyadh,Dammam → Riyadh,10:00,13:45,27h 45m,2 stops,Multi Stopover,16057,saudia,dammam,1665,2.0,DMM
Saudia,2019-06-09,Dammam,Riyadh,Dammam → Riyadh,17:00,10:55,17h 55m,1 stop,Standard Stopover,14151,saudia,dammam,1075,1.0,DMM
Saudia,2019-05-21,Riyadh,Jeddah,Riyadh → Jeddah,11:10,14:05,2h 55m,non-stop,No Meal,4030,saudia,riyadh,175,0.0,RUH
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,19:35,23:15,3h 40m,1 stop,Standard Stopover,4226,saudia,dammam,220,1.0,DMM
Saudia,2019-03-09,Jeddah,London,Jeddah → London,04:00,19:15,15h 15m,1 stop,Standard Stopover,11050,saudia,jeddah,915,1.0,JED
Saudia,2019-05-21,Riyadh,Jeddah,Riyadh → Jeddah,10:00,12:45,2h 45m,non-stop,Express Flight,6961,saudia,riyadh,165,0.0,RUH
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,21:10,09:15,12h 5m,1 stop,Standard Stopover,14231,saudia,dammam,725,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,14:35,12:35,22h,2 stops,No Meal,10919,saudia,jeddah,1320,2.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,07:00,19:15,12h 15m,2 stops,Multi Stopover,10913,saudia,jeddah,735,2.0,JED
Flynas,2019-06-27,Abha,Dammam,Abha → Dammam,22:05,00:25,2h 20m,non-stop,Express Flight,5277,flynas,abha,140,0.0,AHB
Saudia,2019-05-21,Jeddah,London,Jeddah → London,10:20,21:00,10h 40m,1 stop,Standard Stopover,7485,saudia,jeddah,640,1.0,JED
Saudia,2019-03-24,Dammam,Riyadh,Dammam → Riyadh,16:55,16:20,23h 25m,1 stop,Standard Stopover,14231,saudia,dammam,1405,1.0,DMM
Saudia,2019-04-06,Jeddah,London,Jeddah → London,07:25,13:35,6h 10m,1 stop,Standard Stopover,4201,saudia,jeddah,370,1.0,JED
Saudia,2019-03-06,Jeddah,London,Jeddah → London,14:10,17:10,3h,non-stop,Express Flight,7931,saudia,jeddah,180,0.0,JED
Saudia,2019-05-15,Jeddah,London,Jeddah → London,14:55,22:30,7h 35m,1 stop,Standard Stopover,6513,saudia,jeddah,455,1.0,JED
Saudia,2019-06-06,Jeddah,London,Jeddah → London,15:00,19:00,28h,1 stop,Standard Stopover,14714,saudia,jeddah,1680,1.0,JED
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,18:05,23:30,5h 25m,1 stop,Standard Stopover,6218,saudia,dammam,325,1.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,12:00,19:15,7h 15m,2 stops,Multi Stopover,8603,saudia,jeddah,435,2.0,JED
Saudia,2019-05-21,Jeddah,London,Jeddah → London,08:30,21:00,12h 30m,1 stop,Standard Stopover,7318,saudia,jeddah,750,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,10:00,19:00,9h,1 stop,Standard Stopover,13504,saudia,jeddah,540,1.0,JED
Saudia,2019-05-15,Jeddah,London,Jeddah → London,07:05,22:30,15h 25m,1 stop,Standard Stopover,9646,saudia,jeddah,925,1.0,JED
Saudia,2019-05-27,Dammam,Riyadh,Dammam → Riyadh,11:30,14:05,2h 35m,non-stop,Express Flight,5224,saudia,dammam,155,0.0,DMM
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,09:35,18:00,8h 25m,1 stop,Standard Stopover,12692,saudia,dammam,505,1.0,DMM
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,10:20,17:35,7h 15m,1 stop,No Meal,9689,saudia,dammam,435,1.0,DMM
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,10:00,01:20,15h 20m,2 stops,Multi Stopover,13033,saudia,dammam,920,2.0,DMM
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,06:30,16:20,9h 50m,1 stop,Standard Stopover,13626,saudia,dammam,590,1.0,DMM
Saudia,2019-05-18,Medina,Cairo,Medina → Cairo,19:05,20:35,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,17:00,09:45,16h 45m,1 stop,Standard Stopover,12121,saudia,dammam,1005,1.0,DMM
Saudia,2019-04-24,Riyadh,Jeddah,Riyadh → Jeddah,01:30,04:15,2h 45m,non-stop,Express Flight,3419,saudia,riyadh,165,0.0,RUH
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,10:00,01:20,15h 20m,2 stops,Multi Stopover,13033,saudia,dammam,920,2.0,DMM
Saudia,2019-04-06,Dammam,Riyadh,Dammam → Riyadh,04:40,07:15,2h 35m,non-stop,Express Flight,4174,saudia,dammam,155,0.0,DMM
Saudia,2019-06-27,Jeddah,London,Jeddah → London,07:55,22:25,14h 30m,1 stop,Standard Stopover,6152,saudia,jeddah,870,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,05:10,08:00,2h 50m,non-stop,Express Flight,5201,saudia,jeddah,170,0.0,JED
Saudia,2019-03-15,Riyadh,Dubai,Riyadh → Dubai,07:00,16:10,9h 10m,1 stop,No Meal,9134,saudia,riyadh,550,1.0,RUH
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,07:00,01:20,18h 20m,2 stops,Multi Stopover,13243,saudia,dammam,1100,2.0,DMM
Saudia,2019-05-27,Jeddah,London,Jeddah → London,05:30,04:25,22h 55m,2 stops,Multi Stopover,15129,saudia,jeddah,1375,2.0,JED
Saudia,2019-05-09,Medina,Cairo,Medina → Cairo,19:35,21:05,1h 30m,non-stop,No Meal,2759,saudia,medina,90,0.0,MED
Saudia,2019-05-15,Riyadh,Jeddah,Riyadh → Jeddah,06:05,08:50,2h 45m,non-stop,Express Flight,4423,saudia,riyadh,165,0.0,RUH
Saudia,2019-05-18,Dammam,Riyadh,Dammam → Riyadh,07:10,22:40,15h 30m,1 stop,Standard Stopover,9187,saudia,dammam,930,1.0,DMM
Saudia,2019-05-18,Jeddah,London,Jeddah → London,07:10,22:30,15h 20m,1 stop,Standard Stopover,7740,saudia,jeddah,920,1.0,JED
Saudia,2019-05-24,Riyadh,Jeddah,Riyadh → Jeddah,19:50,22:50,3h,non-stop,No Meal,6144,saudia,riyadh,180,0.0,RUH
Saudia,2019-06-09,Jeddah,London,Jeddah → London,04:55,12:35,7h 40m,1 stop,Standard Stopover,10877,saudia,jeddah,460,1.0,JED
Saudia,2019-06-15,Jeddah,London,Jeddah → London,11:55,22:30,10h 35m,1 stop,Standard Stopover,6442,saudia,jeddah,635,1.0,JED
Saudia,2019-03-27,Jeddah,London,Jeddah → London,04:45,15:30,10h 45m,1 stop,Standard Stopover,7048,saudia,jeddah,645,1.0,JED
Saudia,2019-06-27,Jeddah,London,Jeddah → London,15:15,01:30,10h 15m,1 stop,No Meal,5797,saudia,jeddah,615,1.0,JED
Saudia,2019-03-03,Riyadh,Dubai,Riyadh → Dubai,06:45,23:55,17h 10m,2 stops,Multi Stopover,10573,saudia,riyadh,1030,2.0,RUH
Saudia,2019-05-15,Jeddah,London,Jeddah → London,08:30,21:00,12h 30m,1 stop,Standard Stopover,7503,saudia,jeddah,750,1.0,JED
Saudia,2019-06-12,Jeddah,London,Jeddah → London,17:30,01:30,8h,1 stop,Standard Stopover,6104,saudia,jeddah,480,1.0,JED
Saudia,2019-05-09,Dammam,Riyadh,Dammam → Riyadh,21:10,08:15,11h 5m,1 stop,No Meal,9663,saudia,dammam,665,1.0,DMM
Saudia,2019-06-03,Riyadh,Jeddah,Riyadh → Jeddah,11:10,14:05,2h 55m,non-stop,No Meal,5769,saudia,riyadh,175,0.0,RUH
Saudia,2019-06-15,Medina,Cairo,Medina → Cairo,13:55,15:25,1h 30m,non-stop,Express Flight,3100,saudia,medina,90,0.0,MED
Saudia,2019-05-18,Jeddah,London,Jeddah → London,17:30,04:25,10h 55m,1 stop,No Meal,12373,saudia,jeddah,655,1.0,JED
Saudia,2019-03-15,Dammam,Riyadh,Dammam → Riyadh,09:00,11:30,2h 30m,non-stop,No Baggage,3815,saudia,dammam,150,0.0,DMM
Saudia,2019-06-15,Jeddah,London,Jeddah → London,12:15,12:35,24h 20m,2 stops,Multi Stopover,14300,saudia,jeddah,1460,2.0,JED
Saudia,2019-06-01,Riyadh,Jeddah,Riyadh → Jeddah,07:10,10:05,2h 55m,non-stop,Express Flight,4823,saudia,riyadh,175,0.0,RUH
Saudia,2019-06-18,Medina,Cairo,Medina → Cairo,19:05,20:35,1h 30m,non-stop,Express Flight,2754,saudia,medina,90,0.0,MED
Saudia,2019-06-03,Jeddah,London,Jeddah → London,06:00,19:15,13h 15m,1 stop,Standard Stopover,9736,saudia,jeddah,795,1.0,JED
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,09:45,14:25,4h 40m,1 stop,No Meal,7280,saudia,riyadh,280,1.0,RUH
Saudia,2019-06-09,Jeddah,London,Jeddah → London,08:00,21:00,13h,1 stop,Standard Stopover,7408,saudia,jeddah,780,1.0,JED
Saudia,2019-06-12,Dammam,Riyadh,Dammam → Riyadh,20:00,12:00,16h,1 stop,Standard Stopover,13044,saudia,dammam,960,1.0,DMM
Saudia,2019-05-24,Dammam,Riyadh,Dammam → Riyadh,05:50,23:15,17h 25m,2 stops,Multi Stopover,12723,saudia,dammam,1045,2.0,DMM
Saudia,2019-05-06,Dammam,Riyadh,Dammam → Riyadh,16:30,04:40,12h 10m,1 stop,No Meal,8586,saudia,dammam,730,1.0,DMM
Saudia,2019-06-12,Jeddah,London,Jeddah → London,16:00,01:30,9h 30m,1 stop,Standard Stopover,6316,saudia,jeddah,570,1.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,09:00,19:00,10h,1 stop,Standard Stopover,15554,saudia,jeddah,600,1.0,JED
Saudia,2019-03-15,Medina,Cairo,Medina → Cairo,13:10,14:30,1h 20m,non-stop,No Baggage,2385,saudia,medina,80,0.0,MED
Saudia,2019-06-09,Jeddah,London,Jeddah → London,13:00,21:00,8h,1 stop,Standard Stopover,13587,saudia,jeddah,480,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,02:35,08:30,5h 55m,1 stop,Standard Stopover,13790,saudia,jeddah,355,1.0,JED
Saudia,2019-05-15,Jeddah,London,Jeddah → London,09:45,09:25,23h 40m,2 stops,Multi Stopover,10975,saudia,jeddah,1420,2.0,JED
Saudia,2019-05-21,Dammam,Riyadh,Dammam → Riyadh,08:25,09:20,24h 55m,1 stop,Standard Stopover,14388,saudia,dammam,1495,1.0,DMM
Saudia,2019-06-06,Jeddah,London,Jeddah → London,18:00,01:30,7h 30m,1 stop,Standard Stopover,7198,saudia,jeddah,450,1.0,JED
Saudia,2019-05-09,Jeddah,London,Jeddah → London,09:40,12:35,26h 55m,2 stops,No Meal,13029,saudia,jeddah,1615,2.0,JED
Saudia,2019-05-27,Jeddah,London,Jeddah → London,07:05,19:15,12h 10m,1 stop,No Meal,12717,saudia,jeddah,730,1.0,JED
Saudia,2019-03-03,Jeddah,London,Jeddah → London,06:40,13:20,6h 40m,1 stop,Standard Stopover,14871,saudia,jeddah,400,1.0,JED
Saudia,2019-06-06,Dammam,Riyadh,Dammam → Riyadh,06:30,20:50,14h 20m,2 stops,No Meal,10118,saudia,dammam,860,2.0,DMM
Saudia,2019-06-06,Jeddah,London,Jeddah → London,22:50,04:25,5h 35m,1 stop,No Meal,10262,saudia,jeddah,335,1.0,JED
Saudia,2019-03-24,Medina,Cairo,Medina → Cairo,02:55,04:25,1h 30m,non-stop,No Meal,2071,saudia,medina,90,0.0,MED
Saudia,2019-04-27,Riyadh,Jeddah,Riyadh → Jeddah,21:05,23:55,2h 50m,non-stop,Express Flight,5228,saudia,riyadh,170,0.0,RUH
Saudia,2019-03-21,Riyadh,Dubai,Riyadh → Dubai,16:55,11:25,18h 30m,1 stop,No Meal,7832,saudia,riyadh,1110,1.0,RUH
